#DrugBank-ID,host-protein-ID,NCBI-host-protein-ID,gene
6081,5667,7450,VWF
4753,3589,4860,PNP
12418,619,761,CA3
8828,4963,6608,SMO
3906,2407,3162,HMOX1
11973,1595,2050,EPHB4
11973,1510,1950,EGF
11973,1607,2064,ERBB2
11915,4932,6571,VMAT2
1625,926,1131,CHRM3
1625,927,1132,CHRM4
7530,5646,7421,VDR
7530,6302,8648,NCOA1
7542,1205,1509,CTSD
928,1397,1786,DNMT1
8889,4245,5696,PSMB8
8889,4239,5690,PSMB2
8889,4242,5693,PSMB5
8889,4238,5689,PSMB1
8889,4247,5698,PSMB9
8889,4248,5699,PSMB10
7014,2212,2932,GSK3B
2635,483,587,BCAT2
6472,2785,3690,ITGB3
6472,2771,3674,ITGA2B
1100,2840,3757,KCNH2
1100,1422,1814,DRD3
1100,654,801,CALM1
1100,1421,1813,DRD2
3471,3944,5320,PLA2G2A
7749,1202,1504,CTRB1
8954,2187,2902,GRIN1
8954,2188,2904,GRIN2B
7078,910,1111,CHEK1
1731,5670,7454,WAS
7010,4164,5594,MAPK1
7010,4172,5602,MAPK10
6923,4206,5644,PRSS1
714,2551,3357,HTR2B
714,2547,3352,HTR1D
714,10884,50632,CALY
714,1421,1813,DRD2
714,1422,1814,DRD3
714,2546,3351,HTR1B
714,145,150,ADRA2A
714,2550,3356,HTR2A
714,1420,1812,DRD1
714,2552,3358,HTR2C
714,147,152,ADRA2C
714,1423,1815,DRD4
714,146,151,ADRA2B
714,2545,3350,HTR1A
1970,3790,5140,PDE3B
8601,7796,10499,NCOA2
8601,4678,6256,RXRA
7117,3251,4318,MMP9
3956,3956,5333,PLCD1
6247,2175,2890,GRIA1
6777,18170,151306,GPBAR1
6777,1312,1646,AKR1C2
6777,6468,8856,NR1I2
6777,7349,9971,NR1H4
7515,1661,2147,F2
9085,4683,6261,RYR1
9085,4684,6262,RYR2
2546,12567,55869,HDAC8
2546,7382,10013,HDAC6
2546,6456,8841,HDAC3
2546,2328,3066,HDAC2
2546,2327,3065,HDAC1
13928,2044,2740,GLP1R
1228,4737,6331,SCN5A
7252,1595,2050,EPHB4
5983,3538,4792,NFKBIA
2646,3143,4151,MB
11362,4284,5739,PTGIR
7801,5118,6790,AURKA
1097,1692,2185,PTK2B
1097,1349,1723,DHODH
1097,179,196,AHR
5470,5404,7124,TNF
5470,1142,1432,MAPK14
5470,2675,3553,IL1B
5470,2689,3569,IL6
5297,488,596,BCL2
572,936,1141,CHRNB2
572,926,1131,CHRM3
572,928,1133,CHRM5
572,2045,2741,GLRA1
572,927,1132,CHRM4
572,924,1129,CHRM2
572,932,1137,CHRNA4
572,923,1128,CHRM1
3773,243,279,AMY2A
7793,4355,5837,PYGM
154,4288,5743,PTGS2
154,4287,5742,PTGS1
670,923,1128,CHRM1
7142,1347,1719,DHFR
7460,4292,5747,PTK2
3283,57,43,ACHE
6850,1661,2147,F2
6850,4206,5644,PRSS1
3257,5707,7504,NA
8172,1349,1723,DHODH
1401,4288,5743,PTGS2
1401,4287,5742,PTGS1
6972,2779,3683,ITGAL
4227,5707,7504,NA
346,2840,3757,KCNH2
346,142,146,ADRA1A
346,143,147,ADRA1B
346,142,146,ADRA1D
4733,205,226,ALDOA
1692,5365,7083,TK1
53,4187,5618,PRLR
8056,2976,3932,LCK
7897,1661,2147,F2
7711,102,100,ADA
436,617,759,CA1
436,618,760,CA2
436,2859,3778,KCNMA1
436,620,762,CA4
642,1948,2618,GART
642,1347,1719,DHFR
642,5549,7298,TYMS
642,396,471,ATIC
1250,5445,7172,TPMT
1250,2610,3458,IFNG
9236,631,775,CACNA1C
71,2631,3490,IGFBP7
71,3586,4856,NOV
71,3045,4036,LRP2
71,1084,1363,CPE
71,2368,3118,HLA-DQA2
71,3777,5122,PCSK1
71,1205,1509,CTSD
71,4419,5925,RB1
71,2575,3416,IDE
71,2369,3119,HLA-DQB1
71,2621,3480,IGF1R
71,2748,3643,INSR
71,16277,94121,SYTL4
71,3779,5126,PCSK2
7712,1627,2099,ESR1
7712,7796,10499,NCOA2
2750,14163,79631,EFTUD1
5931,2871,3791,KDR
9070,1627,2099,ESR1
1070,5646,7421,VDR
3642,1209,1513,CTSK
7099,3054,4048,LTA4H
8235,7448,10092,ARPC5
8235,7452,10096,ACTR3
8235,7453,10097,ACTR2
8235,7450,10094,ARPC3
8235,7451,10095,ARPC1B
8235,7449,10093,ARPC4
8235,7464,10109,ARPC2
7121,5172,6868,ADAM17
1157,1347,1719,DHFR
6243,3659,4953,ODC1
1261,1411,1803,DPP4
580,619,761,CA3
580,618,760,CA2
580,4288,5743,PTGS2
217,2841,3758,KCNJ1
217,2557,3363,HTR7
8057,2976,3932,LCK
5417,2045,2741,GLRA1
961,4741,6336,SCN10A
8688,12558,55856,ACOT13
2007,4355,5837,PYGM
2007,209,231,AKR1B1
2007,2112,2821,GPI
2007,2352,3098,HK1
5219,3794,5144,PDE4D
5219,3793,5143,PDE4C
5219,3792,5142,PDE4B
5219,3791,5141,PDE4A
1628,4288,5743,PTGS2
12061,1422,1814,DRD3
12061,1421,1813,DRD2
12061,1423,1815,DRD4
12061,2545,3350,HTR1A
1181,6468,8856,NR1I2
1181,1304,1636,ACE
7161,2809,3717,JAK2
3982,4306,5770,PTPN1
512,401,476,ATP1A1
8195,1215,1520,CTSS
443,2192,2908,NR3C1
2915,722,890,CCNA2
2915,834,1017,CDK2
4163,18929,200895,DHFRL1
1695,5440,7167,TPI1
7377,8187,10988,METAP2
3137,2527,3320,HSP90AA1
8240,205,226,ALDOA
6199,1488,1909,EDNRA
9263,926,1131,CHRM3
3185,802,978,CDA
1623,1421,1813,DRD2
1623,1420,1812,DRD1
1623,2550,3356,HTR2A
9031,3876,5243,ABCB1
450,1421,1813,DRD2
450,142,146,ADRA1A
2165,2222,2944,GSTM1
4791,4206,5644,PRSS1
3136,4206,5644,PRSS1
3136,1661,2147,F2
3136,3951,5328,PLAU
2326,3250,4317,MMP8
1612,3605,4881,NPR1
1989,5374,7093,TLL2
10772,5335,7048,TGFBR2
10772,2610,3458,IFNG
10772,1742,2246,FGF1
10772,3806,5156,PDGFRA
10772,2689,3569,IL6
10772,5647,7422,VEGFA
10772,5327,7040,TGFB1
10772,5404,7124,TNF
10772,1516,1956,EGFR
10772,2675,3553,IL1B
10772,1759,2263,FGFR2
10772,1147,1438,CSF2RA
9338,309,358,AQP1
9338,221,249,ALPL
9338,4927,6566,SLC16A1
7302,4058,5468,PPARG
8325,11511,53944,CSNK1G1
8325,7760,10461,MERTK
1610,209,231,AR
690,1915,2568,GABRP
690,1907,2558,GABRA5
690,1904,2555,GABRA2
690,12572,55879,GABRQ
690,1913,2565,GABRG1
690,1914,2567,GABRG3
690,1910,2562,GABRB3
690,1916,2569,GABRR1
690,1903,2554,GABRA1
690,1911,2563,GABRD
690,18936,200959,GABRR3
690,1908,2559,GABRA6
690,1912,2564,GABRE
690,1906,2557,GABRA4
690,1909,2560,GABRB1
690,1905,2556,GABRA3
690,1917,2570,GABRR2
6751,631,775,CACNA1C
6751,3791,5141,PDE4A
4644,4355,5837,PYGM
7021,1411,1803,DPP4
6266,2352,3098,HK1
6266,883,1080,CFTR
3940,2982,3939,LDHA
3940,2984,3945,LDHB
9559,1516,1956,EGFR
6866,1661,2147,F2
12191,488,596,BCL2
4594,2401,3155,HMGCL
8251,686,836,CASP3
7067,1411,1803,DPP4
1206,14868,81551,STMN4
1206,1907,2558,GABRA5
4752,1872,2516,NR5A1
4101,834,1017,CDK2
1156,4897,6531,SLC6A3
1156,931,1136,CHRNA3
1156,4896,6530,SLC6A2
8450,5333,7046,TGFBR1
4829,2556,3362,HTR6
4829,2545,3350,HTR1A
4829,2551,3357,HTR2B
8061,1661,2147,F2
2140,1208,1512,CTSH
7356,1411,1803,DPP4
1367,488,596,BCL2
1367,3124,4129,MAOB
9304,19545,255738,PCSK9
4652,2503,3290,HSD11B1
4652,6302,8648,NCOA1
6865,1661,2147,F2
769,2192,2908,NR3C1
4843,926,1131,CHRM3
4843,923,1128,CHRM1
5133,2675,3553,IL1B
8121,4058,5468,PPARG
8568,4137,5566,PRKACA
8568,4140,5569,PKIA
3963,8478,22820,COPG1
3963,5378,7097,TLR2
3963,5716,7518,XRCC4
3963,3577,4846,NOS3
3292,4270,5723,PSPH
6642,5647,7422,VEGFA
7000,554,673,BRAF
6412,3603,4879,NPPB
6412,209,231,AR
1728,4493,6010,RHO
3633,3943,5319,PLA2G1B
3633,2058,2760,GM2A
1221,484,590,BCHE
1221,1421,1813,DRD2
1221,3575,4842,NOS1
1221,3677,4988,OPRM1
1221,16603,116443,GRIN3A
1221,3675,4986,OPRK1
1221,2553,3359,HTR3A
1221,3674,4985,OPRD1
1221,5173,6869,TACR1
1221,934,1139,CHRNA7
1221,4896,6530,SLC6A2
8486,2305,3039,HBA1
8486,2309,3043,HBB
5194,1147,1438,CSF2RA
5194,1146,1437,CSF2
282,1726,2224,FDPS
2628,285,331,XIAP
1226,924,1129,CHRM2
1226,484,590,BCHE
1226,926,1131,CHRM3
1226,930,1135,CHRNA2
8122,834,1017,CDK2
4094,1770,2280,FKBP1A
8449,209,231,AKR1B1
1577,147,152,ADRA2C
1577,4932,6571,SLC18A2
1577,17413,134864,TAAR1
1577,4931,6570,SLC18A1
1577,4897,6531,SLC6A3
1577,3124,4129,MAOB
1577,3123,4128,MAOA
1577,4896,6530,SLC6A2
1577,145,150,ADRA2A
1577,146,151,ADRA2B
1577,4898,6532,SLC6A4
471,8028,10800,CYSLTR1
471,213,240,ALOX5
4485,5366,7084,TK2
4685,1458,1854,DUT
8219,722,890,CCNA2
8219,834,1017,CDK2
1196,3125,4130,MAP1A
1196,3127,4133,MAP2
1196,1627,2099,ESR1
1196,1628,2100,ESR2
4263,3659,4953,ODC1
7076,3951,5328,PLAU
328,4288,5743,PTGS2
328,2043,2739,GLO1
328,17813,145482,PTGR2
328,8397,11251,PTGDR2
328,3944,5320,PLA2G2A
328,4287,5742,PTGS1
328,4056,5465,PPARA
328,6298,8644,AKR1C3
328,4058,5468,PPARG
5476,3952,5329,PLAUR
3581,2112,2821,GPI
4237,240,276,AMY1A
8355,834,1017,CDK2
8355,722,890,CCNA2
7310,2503,3290,HSD11B1
1873,15550,84790,TUBA1C
1873,7693,10382,TUBB4A
1873,5532,7277,TUBA4A
1873,7694,10383,TUBB4B
1873,5533,7278,TUBA3C
1873,11452,51807,TUBA8
1873,7692,10381,TUBB3
1873,5880,7846,TUBA1A
1873,14700,81027,TUBB1
1873,5534,7280,TUBB
1873,7689,10376,TUBA1B
8089,209,231,AR
3179,16699,118881,COMTD1
7846,57,43,ACHE
354,1323,1659,HRH1
354,923,1128,CHRM1
8527,834,1017,CDK2
8527,722,890,CCNA2
4992,104,102,ADAM10
7479,4016,5423,POLB
384,4742,6339,SCNN1D
384,4743,6340,SCNN1G
8890,2259,2984,GUCY2C
934,927,1132,CHRM4
934,924,1129,CHRM2
934,1421,1813,DRD2
934,2557,3363,HTR7
934,2550,3356,HTR2A
934,2552,3358,HTR2C
934,928,1133,CHRM5
934,923,1128,CHRM1
934,4896,6530,SLC6A2
934,926,1131,CHRM3
934,1323,1659,HRH1
2651,4306,5770,PTPN1
6941,4700,6285,S100B
4207,7506,10157,AASS
3020,125,126,ADH1C
6358,1347,1719,DHFR
3419,11935,54963,UCKL1
3419,1414,1806,DPYD
4956,5404,7124,TNF
4881,3876,5243,ABCB1
6813,1347,1719,DHFR
6813,5549,7298,TYMS
3175,3075,4069,LYZ
7609,1235,1548,CYP2A6
7345,9103,23621,BACE1
8632,2305,3039,HBA1
8632,2309,3043,HBB
13967,192,213,ALB
6626,1809,2324,FLT4
6626,2871,3791,KDR
6626,1806,2321,FLT1
3183,3794,5144,PDE4D
6986,4355,5837,PYGM
4117,1478,1892,ECHS1
7215,4056,5465,PPARA
7215,6302,8648,NCOA1
519,1304,1636,ACE
551,3254,4321,MMP12
8234,1347,1719,DHFR
3280,1447,1841,DTYMK
8818,17835,145864,HAPLN3
8818,2565,3383,ICAM1
8818,785,960,CD44
8818,2293,3026,HABP2
8818,5409,7130,TNFAIP6
8818,17740,143903,LAYN
8818,2406,3161,HMMR
8818,577,708,C1QBP
8818,8566,22927,HABP4
8818,1167,1463,NCAN
8818,12333,55576,STAB2
8818,1166,1462,VCAN
8818,10929,50939,IMPG2
8818,23103,404037,HAPLN4
8818,1118,1404,HAPLN1
7198,1628,2100,ESR2
7198,6302,8648,NCOA1
8291,6463,8850,KAT2B
3667,4287,5742,PTGS1
7205,6237,8565,YARS
6587,2149,2862,MLNR
7335,3921,5294,PIK3CG
7335,5056,6714,SRC
792,1323,1659,HRH1
14071,3876,5243,ABCB1
4392,1352,1728,NQO1
1054,635,779,CACNA1S
1054,6751,9254,CACNA2D2
1054,631,775,CACNA1C
1054,637,781,CACNA2D1
1054,642,786,CACNG1
1054,639,783,CACNB2
1054,632,776,CACNA1D
1054,6513,8912,CACNA1H
3837,1215,1520,CTSS
9245,3123,4128,MAOA
6333,4897,6531,SLC6A3
6333,4306,5770,PTPN1
6333,4896,6530,SLC6A2
4081,618,760,CA2
11569,2717,3605,IL17A
2337,517,635,BHMT
732,930,1135,CHRNA2
7521,1661,2147,F2
7751,834,1017,CDK2
4760,3255,4322,MMP13
969,2553,3359,HTR3A
7549,1661,2147,F2
374,4284,5739,PTGIR
374,4057,5467,PPARD
4048,5292,7001,PRDX2
914,4133,5562,PRKAA1
914,2847,3764,KCNJ8
8876,4462,5979,RET
3758,3815,5165,PDK3
3758,1360,1737,DLAT
3758,2532,3326,HSP90AB1
3758,5456,7184,HSP90B1
3556,713,873,CBR1
3680,3175,4200,ME2
3680,8088,10873,ME3
1325,617,759,CA1
1325,618,760,CA2
1325,4921,6558,SLC12A2
1325,4920,6557,SLC12A1
2161,874,1066,CES1
1700,396,471,ATIC
4115,286,332,BIRC5
8045,2532,3326,HSP90AB1
4469,3794,5144,PDE4D
5190,554,673,BRAF
5190,4391,5894,RAF1
7251,1595,2050,EPHB4
2310,8187,10988,METAP2
677,1665,2152,TF
677,484,590,BCHE
677,57,43,ACHE
8025,4172,5602,MAPK10
5362,1671,2159,F10
7502,2527,3320,HSP90AA1
8099,4457,5972,REN
4365,926,1131,CHRM3
4365,923,1128,CHRM1
6859,1661,2147,F2
7371,2640,3500,IGHG1
6210,3275,4352,MPL
8203,18929,200895,DHFRL1
7999,209,231,AKR1B1
278,1661,2147,F2
9149,303,351,APP
162,195,216,ALDH1A1
162,6467,8854,ALDH1A2
162,17797,145226,RDH12
162,4499,6017,RLBP1
162,199,220,ALDH1A3
162,16333,112724,RDH13
162,300,347,APOD
162,1464,1869,RBP3
162,11025,51109,RDH11
162,4420,5926,RBP1
162,4446,5959,RDH5
162,6748,9249,DHRS3
162,11866,54884,RETSAT
162,8113,10901,DHRS4
162,10893,50700,RDH8
162,13234,57665,RDH14
162,6731,9227,LRAT
162,9965,27306,HPGDS
103,22,2,A2M
2855,1204,1508,CTSB
7484,1078,1357,CPA1
563,1347,1719,DHFR
4121,323,375,ARF1
7636,1228,1537,CYC1
7636,5618,7381,UQCRB
7636,10712,29796,UQCR10
7636,5621,7386,UQCRFS1
7636,3325,4519,MT-CYB
280,926,1131,CHRM3
280,2834,3751,KCND2
280,3691,5005,ORM2
280,924,1129,CHRM2
280,923,1128,CHRM1
280,2840,3757,KCNH2
280,4737,6331,SCN5A
280,2835,3752,KCND3
7877,2532,3326,HSP90AB1
7877,2527,3320,HSP90AA1
5203,13381,59272,ACE2
5203,4457,5972,REN
2755,3079,4074,M6PR
1077,4329,5802,PTPRS
1077,179,196,AHR
1077,436,523,ATP6V1A
8907,4890,6524,SLC5A2
8907,4889,6523,SLC5A1
7053,4058,5468,PPARG
8018,3577,4846,NOS3
8018,3575,4842,NOS1
6785,2094,2798,GNRHR
4789,239,275,AMT
7152,5333,7046,TGFBR1
2528,3143,4151,MB
3381,4493,6010,RHO
3381,576,706,DBI
11901,209,231,AR
171,7530,10188,TNK2
171,1688,2180,ACSL1
171,109,107,ADCY1
171,375,439,ASNA1
171,8145,10939,AFG3L2
171,4133,5562,PRKAA1
171,271,317,APAF1
171,318,368,ABCC6
171,3917,5290,PIK3CA
171,42,27,ABL2
171,34,19,ABCA1
171,7039,9619,ABCG1
171,15432,84532,ACSS1
171,3286,4363,ABCC1
171,1165,1460,CSNK2B
171,13813,65061,CDK15
171,7422,10060,ABCC9
171,6490,8883,NAE1
171,187,207,AKT1
171,7596,10257,ABCC4
171,319,369,ARAF
171,151,156,ADRBK1
171,233,269,AMHR2
171,3876,5243,ABCB1
171,5147,6833,ABCC8
171,94,90,ACVR1
171,98,94,ACVRL1
171,6301,8647,ABCB11
171,8595,22978,NT5C2
171,152,157,ADRBK2
171,95,91,ACVR1B
171,3713,5032,P2RY11
171,380,445,ASS1
171,1163,1457,CSNK2A1
171,253,291,SLC25A4
171,4114,5536,PPP5C
171,883,1080,CFTR
171,40,25,ABL1
171,12586,55902,ACSS2
171,376,440,ASNS
171,211,238,ALK
171,998,1244,ABCC2
5685,820,1003,CDH5
7637,1602,2057,EPOR
1215,1905,2556,GABRA3
1215,1917,2570,GABRR2
1215,1907,2558,GABRA5
1215,1912,2564,GABRE
1215,1903,2554,GABRA1
1215,1909,2560,GABRB1
1215,18936,200959,GABRR3
1215,1915,2568,GABRP
1215,1913,2565,GABRG1
1215,1904,2555,GABRA2
1215,1910,2562,GABRB3
1215,1914,2567,GABRG3
1215,1911,2563,GABRD
1215,1916,2569,GABRR1
5022,5428,7153,TOP2A
5022,5430,7155,TOP2B
8660,1163,1457,CSNK2A1
5232,4730,6323,SCN1A
5232,4732,6326,SCN2A
5232,4734,6328,SCN3A
5232,4739,6334,SCN8A
5188,4057,5467,PPARD
3867,2215,2936,GSR
8927,2550,3356,HTR2A
3572,102,100,ADA
8480,3124,4129,MAOB
11064,3875,5241,PGR
11064,1627,2099,ESR1
11064,209,231,AR
4453,243,279,AMY2A
3608,9251,25824,PRDX5
3608,4206,5644,PRSS1
3608,41,26,AOC1
1085,927,1132,CHRM4
1085,923,1128,CHRM1
1085,924,1129,CHRM2
1085,926,1131,CHRM3
3370,102,100,ADA
4027,949,1158,CKM
1629,5000,6647,SOD1
13956,7796,10499,NCOA2
13956,1627,2099,ESR1
13956,6468,8856,NR1I2
13956,2507,3294,HSD17B2
13956,1628,2100,ESR2
13956,3318,4508,MT-ATP6
13956,2140,2852,GPER1
13956,1631,2104,ESRRG
13956,6327,8678,BECN1
13956,932,1137,CHRNA4
6477,1422,1814,DRD3
6477,1423,1815,DRD4
6477,1421,1813,DRD2
14146,3674,4985,OPRD1
14146,3675,4986,OPRK1
14146,3677,4988,OPRM1
800,145,150,ADRA2A
800,142,146,ADRA1D
800,143,147,ADRA1B
800,147,152,ADRA2C
800,1420,1812,DRD1
800,142,146,ADRA1A
800,146,151,ADRA2B
9288,4287,5742,PTGS1
9288,5662,7442,TRPV1
9288,1009,1268,CNR1
9288,4288,5743,PTGS2
411,926,1131,CHRM3
411,930,1135,CHRNA2
411,924,1129,CHRM2
411,57,43,ACHE
411,923,1128,CHRM1
411,927,1132,CHRM4
1231,924,1129,CHRM2
1231,926,1131,CHRM3
1231,923,1128,CHRM1
8594,1209,1513,CTSK
4683,1872,2516,NR5A1
88,6638,9103,FCGR2C
195,148,153,ADRB1
195,149,154,ADRB2
9213,4058,5468,PPARG
9213,3950,5327,PLAT
9213,5342,7056,THBD
9213,488,596,BCL2
9213,1679,2169,FABP2
9213,883,1080,CFTR
9213,4288,5743,PTGS2
9213,4287,5742,PTGS1
3221,618,760,CA2
12520,26276,729230,CCR2
3996,2903,3832,KIF11
9256,5549,7298,TYMS
8504,1411,1803,DPP4
2258,4411,5916,RARG
3127,3951,5328,PLAU
3127,4214,5653,KLK6
3127,4207,5645,PRSS2
3127,4208,5646,PRSS3
3127,400,475,ATOX1
3127,2893,3816,KLK1
3127,1163,1457,CSNK2A1
3127,4206,5644,PRSS1
3127,1300,1632,ECI1
3127,5097,6768,ST14
8054,5056,6714,SRC
5387,3247,4313,MMP2
5387,3251,4318,MMP9
5387,3254,4321,MMP12
500,4287,5742,PTGS1
500,4288,5743,PTGS2
4679,43,28,ABO
1178,576,706,TSPO
4232,3248,4314,MMP3
4642,4355,5837,PYGM
7387,5440,7167,TPI1
3376,1603,2058,EPRS
31,5403,7123,CLEC3B
31,3044,4035,LRP1
31,3963,5340,PLG
31,671,821,CANX
31,257,302,ANXA2
31,2925,3856,KRT8
31,3731,5055,SERPINB2
31,3730,5054,SERPINE1
31,1739,2243,FGA
31,3952,5329,PLAUR
31,662,811,CALR
7497,3756,5091,PC
7873,6909,9453,GGPS1
2320,4354,5836,PYGL
2320,4355,5837,PYGM
6371,742,914,CD2
11693,4113,5535,PPP3R2
11693,4112,5534,PPP3R1
3243,4206,5644,PRSS1
7272,4169,5599,MAPK8
7272,6931,9479,MAPK8IP1
2235,303,351,APP
8262,2305,3039,HBA1
8262,2309,3043,HBB
6281,878,1071,CETP
2032,1304,1636,ACE
92,581,713,C1QB
92,1716,2212,FCGR2A
92,1714,2209,FCGR1A
92,1719,2215,FCGR3B
92,742,914,CD2
92,1717,2213,FCGR2B
92,6638,9103,FCGR2C
92,580,712,C1QA
92,583,715,C1R
92,1718,2214,FCGR3A
92,582,714,C1QC
6853,1661,2147,F2
6853,4206,5644,PRSS1
1946,3820,5170,PDPK1
1946,1379,1760,DMPK
2381,330,383,ARG1
7362,5118,6790,AURKA
6925,2976,3932,LCK
6701,4896,6530,SLC6A2
6701,4897,6531,SLC6A3
6701,4898,6532,SLC6A4
7467,618,760,CA2
4454,1958,2628,GATM
4454,1510,1950,EGF
7037,910,1111,CHEK1
8149,4140,5569,PKIA
8149,4137,5566,PRKACA
1583,5350,7067,THRA
1583,5351,7068,THRB
6982,4868,6500,SKP1
8072,3951,5328,PLAU
112,1719,2215,FCGR3B
112,1717,2213,FCGR2B
112,1714,2209,FCGR1A
112,580,712,C1QA
112,5647,7422,VEGFA
112,583,715,C1R
112,1716,2212,FCGR2A
112,581,713,C1QB
112,582,714,C1QC
112,6638,9103,FCGR2C
112,1718,2214,FCGR3A
3441,1078,1357,CPA1
8416,618,760,CA2
6730,19841,283383,ADGRD1
13884,1671,2159,F10
647,3674,4985,OPRD1
647,3675,4986,OPRK1
647,3677,4988,OPRM1
647,874,1066,CES1
6980,4868,6500,SKP1
1544,1907,2558,GABRA5
1544,1910,2562,GABRB3
1544,1905,2556,GABRA3
1544,1906,2557,GABRA4
1544,576,706,TSPO
1544,1904,2555,GABRA2
1544,1903,2554,GABRA1
1544,1908,2559,GABRA6
801,1911,2563,GABRD
801,1916,2569,GABRR1
801,1905,2556,GABRA3
801,1915,2568,GABRP
801,1909,2560,GABRB1
801,1917,2570,GABRR2
801,18936,200959,GABRR3
801,1914,2567,GABRG3
801,1913,2565,GABRG1
801,1907,2558,GABRA5
801,1910,2562,GABRB3
801,1912,2564,GABRE
801,1904,2555,GABRA2
801,1903,2554,GABRA1
4864,57,43,ACHE
8222,982,1208,CLPS
8222,4006,5406,PNLIP
1790,4143,5573,PRKAR1A
4842,642,786,CACNG1
4842,1421,1813,DRD2
4842,2550,3356,HTR2A
6510,4058,5468,PPARG
6510,4056,5465,PPARA
1137,5428,7153,TOP2A
160,8956,23428,SLC7A8
160,19055,206358,SLC36A1
160,1407,1798,GPT
160,15700,85007,PHYKPL
160,33,18,ABAT
160,6536,8942,KYNU
160,4876,6509,SLC1A4
160,6598,9054,NFS1
160,13106,57505,AARS2
160,15521,84706,GPT2
160,176,189,AGXT
160,13777,64902,AGXT2
160,31,16,AARS
7106,2418,3176,HNMT
8241,722,890,CCNA2
8241,834,1017,CDK2
4008,4206,5644,PRSS1
8024,1411,1803,DPP4
3523,1349,1723,DHODH
7410,6909,9453,GGPS1
1309,2748,3643,INSR
4798,2176,2891,GRIA2
3250,4355,5837,PYGM
8162,4140,5569,PKIA
8162,4137,5566,PRKACA
8162,4557,6093,ROCK1
8162,6927,9475,ROCK2
7847,1671,2159,F10
7092,1411,1803,DPP4
1373,3214,4256,MGP
1373,631,775,CACNA1C
1373,5405,7125,TNNC2
1373,5053,6711,SPTBN1
1373,9815,27032,ATP2C1
1373,4694,6279,S100A8
1373,7385,10016,PDCD6
1373,222,250,ALPP
1373,654,801,CALM1
1373,4699,6284,S100A13
1373,1045,1311,COMP
1373,533,652,BMP4
1373,5412,7134,TNNC1
1373,681,831,CAST
1373,4688,6273,S100A2
1373,41,26,AOC1
1373,4700,6285,S100B
1373,4695,6280,S100A9
1373,1077,1356,CP
1373,13123,57526,PCDH19
4878,6544,8972,MGAM
7543,149,154,ADRB2
4604,4165,5595,MAPK3
4604,1161,1455,CSNK1G2
4604,15142,83903,GSG2
574,4898,6532,SLC6A4
574,2550,3356,HTR2A
574,2551,3357,HTR2B
574,2552,3358,HTR2C
6246,6306,8654,PDE5A
6246,209,231,AKR1B1
6246,3794,5144,PDE4D
6246,3793,5143,PDE4C
6246,2227,2950,GSTP1
6246,12892,57016,AKR1B10
6246,3788,5138,PDE2A
2360,1207,1511,CTSG
3593,10602,28960,DCPS
7150,1628,2100,ESR2
7150,6302,8648,NCOA1
188,4238,5689,PSMB1
188,4242,5693,PSMB5
7947,188,208,AKT2
7947,2212,2932,GSK3B
7947,4140,5569,PKIA
7947,4137,5566,PRKACA
2898,834,1017,CDK2
8422,1661,2147,F2
11577,179,196,AHR
2329,2503,3290,HSD11B1
6153,926,1131,CHRM3
6153,2547,3352,HTR1D
6153,142,146,ADRA1D
6153,147,152,ADRA2C
6153,2545,3350,HTR1A
6153,145,150,ADRA2A
6153,2552,3358,HTR2C
6153,142,146,ADRA1A
6153,924,1129,CHRM2
6153,2546,3351,HTR1B
6153,923,1128,CHRM1
6153,2551,3357,HTR2B
6153,1323,1659,HRH1
6153,146,151,ADRA2B
6153,143,147,ADRA1B
6153,2550,3356,HTR2A
3882,1628,2100,ESR2
8125,834,1017,CDK2
3877,618,760,CA2
7267,5333,7046,TGFBR1
323,1046,1312,COMT
4090,1352,1728,NQO1
1028,2820,3736,KCNA1
1028,2175,2890,GRIA1
1028,9815,27032,ATP2C1
1028,2045,2741,GLRA1
1028,3334,4535,MT-ND1
1028,427,513,ATP5D
1028,1903,2554,GABRA1
1257,594,727,C5
7701,57,43,ACHE
5245,2809,3717,JAK2
12742,2892,3815,KIT
12742,3806,5156,PDGFRA
12742,1807,2322,FLT3
12742,4462,5979,RET
12742,4385,5888,RAD51
14067,3876,5243,ABCB1
14067,20795,340273,ABCB5
523,4225,5673,PSG5
523,4678,6256,RXRA
523,4410,5915,RARB
523,4680,6258,RXRG
523,2627,3486,IGFBP3
523,20840,340665,CYP26C1
523,4411,5916,RARG
523,4679,6257,RXRB
523,4409,5914,RARA
7912,13331,58478,ENOPH1
922,3789,5139,PDE3A
922,2847,3764,KCNJ8
922,5412,7134,TNNC1
922,2850,3767,KCNJ11
1229,488,596,BCL2
1229,3130,4137,MAPT
1229,14700,81027,TUBB1
1229,3128,4134,MAP4
1229,3127,4133,MAP2
1229,6468,8856,NR1I2
11071,4288,5743,PTGS2
11071,4287,5742,PTGS1
7586,12567,55869,HDAC8
1890,4056,5465,PPARA
1890,2620,3479,IGF1
4741,5619,7384,UQCRC1
2081,4206,5644,PRSS1
8910,5404,7124,TNF
8910,11086,51185,CRBN
8910,4288,5743,PTGS2
7657,3943,5319,PLA2G1B
8780,910,1111,CHEK1
656,142,146,ADRA1A
656,4898,6532,SLC6A4
656,145,150,ADRA2A
656,2545,3350,HTR1A
656,1323,1659,HRH1
656,2552,3358,HTR2C
656,2550,3356,HTR2A
11613,2779,3683,ITGAL
3821,354,410,ARSA
781,1919,2572,GAD65
